Articulo,Valor_articulo,Tematica,Tipo,Valor_Tipo,Atributos,Valor_Atributos,Numero,Indicador,Resultado,Valor,Escala,Anio,Fuente,Observaciones,Link_1,Link_2,Link_3,Link_4,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,General,9,32,"Número y proporción de personas con discapacidad que residen actualmente en instituciones (por ejemplo, instituciones psiquiátricas, residencias para personas con discapacidad intelectual, etc., desde instalaciones a gran escala hasta hogares en grupos) desglosado por edad, sexo, discapacidad y tipo de institución.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,General,9,33,"Número y proporción de personas con discapacidad que han abandonado las instituciones (por ejemplo, instituciones psiquiátricas, residencias para personas con discapacidad intelectual, etc.) y han pasado a sistemas de vivienda independiente, del total de personas con discapacidad institucionalizadas, desglosados por edad, sexo y discapacidad.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,General,9,34,"Número y proporción de personas con discapacidad que han salido de instituciones y a las que se ha provisto servicios de apoyo basados en la comunidad, incluida la asistencia personal, en la medida en que la persona lo haya solicitado, desglosadas por sexo, edad, discapacidad y servicios de apoyo prestados.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,Accesibilidad y capacidad de respuesta de los servicios generales,3,35,"Número de personas con discapacidad que utilizan los servicios generales y proporción del total de usuarios de los servicios, desglosados por edad, sexo, discapacidad y tipo de servicio, en comparación con otras personas.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,Accesibilidad y capacidad de respuesta de los servicios generales,3,36,Número y proporción de solicitudes de ajustes razonables concedidas a personas con discapacidad para acceder a servicios generales.,No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 19,19,Derecho a vivir de forma independiente y a ser incluido en la comunidad,Resultado,3,Accesibilidad y capacidad de respuesta de los servicios generales,3,37,"Nivel de satisfacción de las personas con discapacidad con los servicios generales, desglosado por tipo de servicio, edad, sexo y discapacidad.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 20,20,Movilidad personal,Estructura,1,General,9,1,"Legislación promulgada en la que se reconozca y garantice el derecho de las personas con discapacidad a la movilidad personal incluyendo asegurar el acceso a dispositivos y tecnologías de apoyo para la visión, audición y comunicación que sean  de su elección y adaptados sus necesidades personales.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",,IMPO,"El Artículo 76 de la Ley N° 18.651 establece como prioridad la eliminación de barreras físicas para asegurar la accesibilidad de personas con discapacidad. Esto se aplica en ámbitos urbanos, arquitectónicos, y de transporte, tanto en construcciones nuevas como en las existentes o remodeladas. También incluye edificios de uso público y privado con concurrencia de público, áreas de acceso restringido en edificios industriales y comerciales, y viviendas, tanto individuales como colectivas, siguiendo las normas técnicas UNIT sobre accesibilidad. Por su parte, el Artículo 88 autoriza al Poder Ejecutivo a exonerar del pago de derechos arancelarios y otros gravámenes a las importaciones de ayudas técnicas para personas con discapacidad de bajos ingresos o a instituciones dedicadas a su atención. Estas ayudas técnicas incluyen prótesis auditivas, visuales, físicas, ortesis, equipos para terapia y rehabilitación, maquinarias y útiles de trabajo adaptados, elementos de movilidad y cuidado personal, y equipos especiales para comunicación, educación y recreación. Las ayudas técnicas se definen como elementos necesarios para el tratamiento, recuperación, o compensación de limitaciones funcionales de personas con discapacidad.",https://www.impo.com.uy/bases/leyes/18651-2010,,,,,
Artículo 20,20,Movilidad personal,Estructura,1,Tecnología y servicios de apoyo,1,2,"Adopción de una estrategia o política nacional que busque responder a las necesidades de movilidad de las personas con discapacidad, incluso desarrollando y fomentando la investigación y el desarrollo de dispositivos y tecnologías de apoyo de bajo costo  para la visión, audición y comunicación.",Incumplimiento,0,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,,"Más allá de la normativa sobre servicios de apoyo y ayudas técnicas, no se constata la existencia de una estrategia o plan nacional en el sentido del indicador. ",,,,,,
Artículo 20,20,Movilidad personal,Estructura,1,Tecnología y servicios de apoyo,1,3,"Medidas legales, regulatorias y sobre políticas adoptadas para facilitar a las personas con discapacidad la adquisición de ayudas, dispositivos y tecnologías de apoyo a la movilidad, visión, audición y comunicación.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",,IMPO,"El Artículo 88 de la Ley N° 18651 faculta al Poder Ejecutivo a exonerar del pago de derechos arancelarios y gravámenes a las importaciones de ayudas técnicas para personas con discapacidad de bajos ingresos o instituciones de atención. Estas incluyen prótesis auditivas, visuales y físicas, ortesis, equipos para terapia y rehabilitación, herramientas de trabajo adaptadas, elementos de movilidad personal, dispositivos para mejorar la comunicación e información, y materiales pedagógicos especiales, siempre que dichos ítems no se produzcan en el país.",https://www.impo.com.uy/bases/leyes/18651-2010,,,,,
Artículo 20,20,Movilidad personal,Estructura,1,Vehículos adaptados y su uso ,2,5,"Las medidas legales, regulatorias y de política relativas a la obtención del permiso de conducir son inclusivas de las personas con discapacidad y prevén la posibilidad de adaptar los vehículos.  ",Cumplimiento parcial,0.5,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,IMM,"La Intendencia de Montevideo ofrece un proceso para la expedición de licencias de conducir a personas con algún tipo de discapacidad. Este proceso incluye requisitos específicos como la presentación de la cédula de identidad, la realización de una evaluación médica y, si es necesario, la renovación del examen médico. Sin embargo, como no se trata de un servicio de carácter nacional, se considera que existe cumplimiento parcial.",https://montevideo.gub.uy/tramites-y-tributos/solicitud/licencia-de-conducir-para-personas-con-discapacidad,,,,,
Artículo 20,20,Movilidad personal,Estructura,1,Entorno y transporte propicios,3,9,Inexistencia de disposiciones legales o reglamentarias sobre los servicios de transporte que discriminen a las personas por razón de discapacidad. ,Incumplimiento,0,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,,Uruguay no cuenta con normas de transporte aéreo o marítimo que contemplen a las personas con discapacidad.,,,,,,
Artículo 20,20,Movilidad personal,Proceso,2,General,9,10,"Campañas y actividades de concienciación para promover la movilidad personal de las personas con discapacidad y difusión de información en formatos accesibles para las personas con discapacidad, sus familias y el público en general, sobre los derechos existentes y los apoyos disponibles para facilitar el acceso a las ayudas, dispositivos y tecnologías de apoyo a la movilidad, visión, audición y comunicación, asistencia humana o animal e intermediarios, sobre la movilidad en los entornos construidos y sobre el ejercicio de sus derechos como pasajeros. ",,1,Cantidad de campañas,2020,MEC,"En ocasión del Día Internacional de las Personas con discapacidad, el MEC llevó adelante una serie de eventos de difusión vinculados a la accesibilidad en 2020.",https://www.gub.uy/ministerio-educacion-cultura/comunicacion/campanas/diciembre-mes-accesibilidad-discapacidades,,,,,
Artículo 20,20,Movilidad personal,Proceso,2,Tecnología y servicios de apoyo,1,11,"Número de profesionales que ha recibido capacitación sobre el uso de ayudas, dispositivos y tecnologías de apoyo a la movilidad,  asistencia humana o animal, etc., para enseñar técnicas de movilidad a las personas con discapacidad, desglosado por tipo de especialización profesional.",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 20,20,Movilidad personal,Proceso,2,Tecnología y servicios de apoyo,1,12,"Existencia de un fondo y una asignación presupuestaria para asegurar el acceso a ayudas, dispositivos y tecnologías de apoyo a la movilidad y otros servicios de apoyo personal a la movilidad de las personas con discapacidad. ",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
Artículo 20,20,Movilidad personal,Proceso,2,Vehículos adaptados y su uso ,2,13,"Aprobación de protocolos para la provisión de ajustes razonables para las personas con discapacidad en las oficinas de registro de vehículos a motor, en los centros de examinación, en las clases, los exámenes, y los procesos de registro y renovación. ",No se tiene información para construir el indicador.,,,2023,,No se cuenta con la información necesaria para medir este indicador.,,,,,,
